"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BRA","ICTGOODSEXP","TOT","MLN_USD","A","2007",2668,
"BRA","ICTGOODSEXP","TOT","MLN_USD","A","2008",3135,
"BRA","ICTGOODSEXP","TOT","MLN_USD","A","2009",2312,
"BRA","ICTGOODSEXP","TOT","MLN_USD","A","2010",1977,
"BRA","ICTGOODSEXP","TOT","MLN_USD","A","2011",1783,
"BRA","ICTGOODSEXP","TOT","MLN_USD","A","2012",1325,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2000",30,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2001",33,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2002",36,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2003",147,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2004",141,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2005",206,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2006",263,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2007",294,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2008",305,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2009",301,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2010",264,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2011",293,
"CHL","ICTGOODSEXP","TOT","MLN_USD","A","2012",265,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2000",44135,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2001",53221,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2002",78243,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2003",121365,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2004",177742,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2005",234086,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2006",297653,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2007",353476,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2008",390843,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2009",351825,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2010",455025,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2011",503784,
"CHN","ICTGOODSEXP","TOT","MLN_USD","A","2012",549954,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2000",967,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2001",853,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2002",579,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2003",820,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2004",1126,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2005",1405,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2006",1310,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2007",730,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2008",743,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2009",494,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2010",1019,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2011",2081,
"EST","ICTGOODSEXP","TOT","MLN_USD","A","2012",1977,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2000",714,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2001",858,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2002",781,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2003",957,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2004",1082,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2005",1113,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2006",1344,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2009",6099,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2010",4404,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2011",6507,
"IND","ICTGOODSEXP","TOT","MLN_USD","A","2012",5719,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2000",7573,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2001",6095,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2002",6301,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2003",5687,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2004",6527,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2005",6944,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2006",6138,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2007",6025,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2008",6517,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2009",6921,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2010",7862,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2011",7845,
"IDN","ICTGOODSEXP","TOT","MLN_USD","A","2012",7713,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2000",6668,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2001",5842,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2002",2681,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2003",3392,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2004",3815,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2005",3210,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2006",3527,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2007",1470,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2008",6298,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2009",7852,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2010",7177,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2011",7247,
"ISR","ICTGOODSEXP","TOT","MLN_USD","A","2012",7387,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2000",411,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2001",284,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2002",311,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2003",324,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2004",451,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2005",423,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2006",771,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2007",777,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2008",780,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2009",836,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2010",887,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2011",1226,
"RUS","ICTGOODSEXP","TOT","MLN_USD","A","2012",1634,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2000",169,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2001",204,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2002",220,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2003",251,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2004",275,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2005",229,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2006",291,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2007",384,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2008",618,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2009",520,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2010",532,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2011",552,
"SVN","ICTGOODSEXP","TOT","MLN_USD","A","2012",484,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2000",417,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2001",442,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2002",388,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2003",462,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2004",578,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2005",587,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2006",745,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2007",846,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2008",805,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2009",677,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2010",695,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2011",762,
"ZAF","ICTGOODSEXP","TOT","MLN_USD","A","2012",904,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2000",666298,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2001",570817,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2002",547000,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2003",586396,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2004",688405,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2005",730188,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2006",808521,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2007",750198,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2008",760476,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2009",614509,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2010",710677,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2011",724735,
"OECD","ICTGOODSEXP","TOT","MLN_USD","A","2012",680690,
